state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
Mississippi,Stone County,82.8,77.4,5.4,14,49.9,9.63,76.83,21297.23,46283,39.9,17.3,6.74,38.7
Mississippi,Sunflower County,72.6,57.2,6,11.9,46.6,36.99,24.16,15969.63,28556,42.2,32.5,9.3,35.6
Mississippi,Tallahatchie County,67.2,72.6,5.2,13.9,45.2,23.61,35.38,18155.65,30000,23.8,28.3,6.78,36.8
Mississippi,Tate County,79.9,75.8,5.7,15.2,51.7,15.02,64.78,22703.02,46233,71.4,19.3,5.84,38.2
Mississippi,Tippah County,77.2,75.1,6.2,15.9,51.1,8.49,77.34,19336.36,39351,48.6,22.8,5.56,38.8
Mississippi,Tishomingo County,78.6,79.8,5.7,19.9,51.7,1.25,93.41,19115.42,36672,46.2,18.6,5.48,42.5
Mississippi,Tunica County,78.1,52.1,9,10.7,52.8,39.25,19.48,18641.18,32052,23.7,27,7.13,33.6
Mississippi,Union County,76.3,75.9,6.7,16,51.1,7.44,78.64,18449.47,40076,65.3,18.2,4.42,37.9
Mississippi,Walthall County,77.3,84,6,18.2,51.4,22.88,52.73,19604.07,31077,38.2,26.3,7.72,39.8
Mississippi,Warren County,86.6,67.3,6.4,15.1,52.5,25.1,47.69,22045.45,41635,82.9,23.7,6.33,39.1
Mississippi,Washington County,76.9,56.2,7.7,14.1,53.5,35.93,25.52,18540.38,29387,70.6,33.7,9,37.2
Mississippi,Wayne County,75.6,82,6.9,16,52,20.26,57.83,21235.63,35215,25.6,24.3,7.32,40.2
Mississippi,Webster County,85.2,70.1,6,17,51.4,9.59,78.01,19902.35,35634,24.4,25.3,6.27,40.5
Mississippi,Wilkinson County,69.4,75,5.5,15.9,47.1,35.65,27.93,12639.07,23340,14.6,38.7,10.18,37.8
Mississippi,Winston County,78.1,79.3,5.4,18.9,51.9,23.65,50.34,23151.44,33313,31.6,25.3,7.1,42.3
Mississippi,Yalobusha County,78.4,72.5,6.4,18.7,52.3,20.07,58.29,19746.38,37647,27.1,22.6,6.28,42.5
Mississippi,Yazoo County,76.7,63.7,6.8,13,45.6,28.5,35.82,17032.1,28330,30.4,36.5,7.38,36.1
Missouri,Adair County,89.9,61.1,4.7,14,52.3,1.21,90.54,23545.76,38750,45.1,26.2,5.68,27.6
Missouri,Andrew County,90.6,78.6,5.4,17.8,50.8,0.89,94.95,28126.8,56658,40,9,3.72,42.4
Missouri,Atchison County,90,72.4,5.2,24.6,50.4,0.19,96.63,28252.38,45259,10.4,12.1,4.57,48.5
Missouri,Audrain County,84.5,76.5,6.2,16.9,53.8,3.05,87.05,22444.22,44056,36.9,16.7,4.25,39.7
Missouri,Barry County,82,74.9,5.8,19.4,50.4,0.16,86.49,20117.91,40638,45.7,20.5,4.5,43.7
Missouri,Barton County,86.4,75.8,5.8,18.9,50.7,0.12,92.66,24786.61,41184,21,20.9,5.24,41.3
Missouri,Bates County,85.3,74.8,5.9,18.9,50.7,0.62,94.53,26418.33,45605,20.4,14.3,5.36,41.6
Missouri,Benton County,85.2,84,4,29,49.9,0.18,95.32,19603.42,35097,27.1,18.6,6.07,53.6
Missouri,Bollinger County,78.7,78.7,5.4,18.8,50,0.21,96.53,21086.56,40791,20,19.9,5.23,44
Missouri,Boone County,93.7,57.6,6,10.9,51.5,4.27,79.47,29536.25,52005,237.3,18.7,3.3,31.2
Missouri,Buchanan County,87.2,67.9,6.4,14.9,50,2.78,83.76,23968.75,48652,218.6,17.3,4.09,37.8
Missouri,Butler County,83.2,67.1,6.2,17.9,51.8,2.69,89.02,20649.41,37878,61.6,21.6,5.73,41.3
Missouri,Caldwell County,90.1,74.6,5.6,19.4,49.8,0.25,94.83,24483.05,44975,22.1,13.3,4.71,42.3
Missouri,Callaway County,85.7,75.4,5.5,14.9,48.6,2.16,90.19,25100,53180,53.1,12.3,4.1,38.6
Missouri,Camden County,88.2,81.3,4.5,26.4,50.3,0.4,94.46,24048.34,50496,67.1,17.5,5.8,51.5
Missouri,Cape Girardeau County,90.2,67.4,5.7,15.7,51.6,3.96,86.43,26043.25,49554,130.8,17.7,4.34,36.5
Missouri,Carroll County,85.9,78.2,6.1,20.4,51.2,0.43,94.86,24889.71,43583,13.4,18.4,5.38,43.4
Missouri,Carter County,79.9,77.2,5.6,18.8,51.2,0.01,94.61,21181.4,37875,12.3,14.5,7.11,41.7
Missouri,Cass County,92.5,80.1,6,15.7,51.2,1.86,88.53,30696.93,65352,142.8,9.5,4.15,39.8
Missouri,Cedar County,84.5,76.3,6.3,22.9,50.8,0.03,94.95,20343.78,35930,29.5,22.6,5,44.7
Missouri,Chariton County,87.7,80.1,6.3,23.2,50.7,1.19,95.29,22755.6,43186,10.4,14.2,4.35,45.7
Missouri,Christian County,91.2,75.7,6.4,14.5,51.4,0.29,93.66,26178.73,55761,137.6,10.4,3.93,37.9
Missouri,Clark County,86.5,76,5.8,19.9,50,0.13,97.19,26455.6,45216,14.1,15.3,7.35,44
Missouri,Clay County,92.7,72.6,6.6,13.2,51.2,2.85,82.08,31441.54,65675,558.6,8.9,3.9,37.1
Missouri,Clinton County,92.5,76.4,5.3,17.3,49.8,1,93.92,28033.06,57591,49.5,11,4.23,41
Missouri,Cole County,91.2,68,6.1,14.7,49.5,5.83,81.48,28839.51,54216,193,12.6,3.57,38.6
Missouri,Cooper County,89,72.3,5.7,16.8,47.3,3.25,88.18,23337.6,46547,31.2,11.2,4.91,38.7
Missouri,Crawford County,78.2,74.8,5.8,18.2,50.2,0.13,95.51,20051.55,37171,33.3,20,5.33,41.9
Missouri,Dade County,86.4,77.5,4.6,22.6,49.9,0.2,93.97,20507.95,38880,16.1,22.9,4.46,46.2
Missouri,Dallas County,81.4,81.8,6.2,19.4,50.3,0.04,94.85,20251.89,41441,31,15.7,5.5,44
Missouri,Daviess County,84.1,74.7,6.3,19.8,50.3,0.39,96.2,21991.63,45707,15,13.2,3.86,41.1
Missouri,DeKalb County,86,67.8,4.2,16,37.3,4.9,84.23,25477.35,46517,30.6,12.5,4.34,40.4
Missouri,Dent County,79,77.9,5.7,20.8,50.4,0.25,94.79,20721.83,38829,20.8,20.8,5.4,44.7
Missouri,Douglas County,80.1,82,5.4,22.8,50.6,0.05,97.99,17574.22,33003,16.8,20.6,6.09,47.3
Missouri,Dunklin County,73.9,62.4,7.1,17.6,52,4.86,81.05,19010.13,32348,59.1,26.6,8.24,40
Missouri,Franklin County,87.2,76.8,6.1,15.9,50.4,0.41,95.28,27366.8,53849,110,10.6,4.37,40.7
Missouri,Gasconade County,86,79.1,5,21.6,51,0.31,96.24,26505.08,50687,29.4,12,4.31,46.2
Missouri,Gentry County,89.2,76.6,7.1,19.4,51.6,0.47,96.43,21596.69,43777,13.7,18.1,3.73,40.4
Missouri,Greene County,91.2,61.8,6.1,15.5,51.3,1.64,88.16,26040.87,43175,407.5,18.5,3.8,36
Missouri,Grundy County,87.2,70.4,7,20.9,52.3,0.29,94.65,22155.56,41092,23.6,20.5,4.56,40.8
Missouri,Harrison County,85.3,75.2,6.2,21.5,50.4,0.39,95.54,21611.02,42889,12.4,18.3,4.23,43.3
Missouri,Henry County,87,73.3,5.6,20.6,51.1,0.73,93.99,24414.66,41089,32,21.2,5,44.1
Missouri,Hickory County,81.8,84,4.1,33.1,50.9,0.03,95.31,18749.36,34746,24.1,23.3,5.62,55
Missouri,Holt County,90.4,78.1,5.4,23.4,50.6,0.16,96.38,26572.12,43981,10.6,12,3.24,48.5
Missouri,Howard County,88.2,78.4,6.1,17.2,50.3,2.53,90.75,24326.48,50356,21.9,16.4,4.43,39.1
Missouri,Howell County,84.8,72,6.4,18.9,51.6,0.16,94.5,20293.44,34984,43.6,22.9,6.35,40.9
Missouri,Iron County,80.8,72.8,4.8,20.7,50.6,0.77,94.49,19484.02,36457,19.3,21.2,7.18,45.7
Missouri,Jackson County,89.8,63.2,6.8,14,51.7,11.81,62.51,28504.96,50652,1115.3,15.9,5.13,36.8
Missouri,Jasper County,87.1,65.7,7,14.5,51.2,1.09,84.7,23582.94,45328,183.9,17.3,4.15,36.2
Missouri,Jefferson County,87.5,83.9,6.1,13.6,50.2,0.51,94.67,27363.12,60765,333.1,10.9,4.31,39.2
Missouri,Johnson County,91.4,64.5,6.4,11.8,49.5,2.27,86.16,24541.13,50689,63.4,16.2,4.91,30.5
Missouri,Knox County,86.1,74.9,5.9,21.2,50.8,0.2,96.48,21831.28,39674,8.2,20.2,3.63,44.1
Missouri,Laclede County,81.8,70.8,6.4,17,50.7,0.26,93.83,20521.65,42646,46.5,17.7,5.45,40.3
Missouri,Lafayette County,88.9,74,5.6,18,50.6,1.01,92.22,27678.51,52557,53.1,12.8,4.32,42.3
Missouri,Lawrence County,84.1,72.5,6.5,17.4,50.7,0.32,89.7,21030.47,41673,63.2,17.1,4.38,39.4
Missouri,Lewis County,87.8,76.2,5.6,18,49.9,1.47,92.77,22765.18,47148,20.2,15.2,4.51,40.6
Missouri,Lincoln County,87.2,82,6.6,12.6,50.1,0.93,93.35,23046.37,58603,83.9,13.2,4.49,37.1
Missouri,Linn County,88.2,75,5.6,20.2,51.9,0.25,95.07,21999.59,41652,20.7,16.5,6.72,41.8
Missouri,Livingston County,86,66.6,5.9,19.7,55.2,1.39,92.96,24337.87,45929,28.5,17.9,3.91,40
Missouri,McDonald County,78.2,70.3,6.7,14.7,49.5,0.92,78.4,19071.84,41207,42.8,19,4.35,37.8
Missouri,Macon County,87.4,76.5,6.2,21.3,51.1,1.18,93.98,20160.8,38903,19.4,17,4.78,43.3
Missouri,Madison County,80,77.3,5.7,18.2,50.9,0.47,94.9,19751.82,37484,24.7,18.8,5.51,42.2
Missouri,Maries County,82.6,82,4.6,20.1,49.5,0.19,95.77,21706.2,41715,17.4,18.9,5.03,46
Missouri,Marion County,87.1,67.3,6.4,17,51.9,2.64,90.2,23516.25,44098,65.9,18.4,4.28,38.9
Missouri,Mercer County,88.9,75.7,5.9,20.2,49.7,0.2,95.83,20162.93,43314,8.3,17.7,4.61,42.9
Missouri,Miller County,84.9,75.3,6.4,17.7,50.2,0.19,95.05,22263.32,41461,41.8,16.5,5.18,40.7
Missouri,Mississippi County,72.8,62.8,5.7,16.7,46.4,12.06,71.76,20035.02,32212,34.9,31.7,6.65,41.4
Missouri,Moniteau County,83.6,78.3,6.6,15.5,47.3,1.71,89.66,22566.42,50897,37.6,11.9,4.35,38
Missouri,Monroe County,89.7,76.4,5.3,21.3,50,1.72,93.34,21966.53,42011,13.6,13,4.85,46.5
Missouri,Montgomery County,83.8,76.8,6.3,19.8,50,0.76,94.41,22672.41,43094,22.8,16.1,4.57,44.5
Missouri,Morgan County,77.8,81.7,6,23.2,50.2,0.42,94.43,19348.82,34776,34.4,25.5,5.88,46
Missouri,New Madrid County,75.9,64.3,6.3,17.8,52,8.06,80.05,20083.88,33846,28.1,24.1,9.28,42
Missouri,Newton County,85.6,74.6,6.2,17.2,50.4,0.48,86.49,25663.18,46723,93,12.9,4.37,39.9
Missouri,Nodaway County,92.6,60.6,4.4,14.2,49.3,1.33,92.8,23744.78,41370,26.6,22.6,4.68,29.7
Missouri,Oregon County,83.6,74.9,5.7,22.9,50.4,0.09,94.29,17875.72,32070,13.8,25.3,6,46.4
Missouri,Osage County,90.4,84.6,5.6,16.5,48,0.33,97.54,24709.2,54503,23,6.8,3.4,40.8
Missouri,Ozark County,83.8,82.4,4.4,26.2,49.5,0.02,95.66,18520.35,32021,13.1,27.6,7.26,51.6
Missouri,Pemiscot County,74.8,56.1,7.4,15.8,52.5,13.6,68.89,18621.69,32468,37.1,28.5,8.89,37.9
Missouri,Perry County,87.5,78.1,5.9,17,50.1,0.15,95.61,25014,54935,40,8.2,3.57,40.7
Missouri,Pettis County,83.1,71.5,6.8,15.6,50.8,1.42,85.29,21913.57,43097,61.9,17.2,4.94,37.8
Missouri,Phelps County,87,65.5,5.8,15.3,47.7,1.36,89.08,24850.21,41681,67.2,20.4,4.75,35.3
Missouri,Pike County,80.3,71.6,6,16.9,45.2,3.12,88.35,23984.17,45112,27.6,15.1,4.51,38.9
Missouri,Platte County,95.3,67.7,6.2,13.5,50.8,3.38,81.99,36805.95,74199,212.6,7.2,3.62,38.2
Missouri,Polk County,86.6,72,6,17.5,50.7,0.31,93.92,22192.16,44805,49,14.4,4.87,37.6
Missouri,Pulaski County,89.9,56.2,7,8,44.1,6.23,69.58,21387.28,51137,95.5,12.8,5.44,27.6
Missouri,Putnam County,88.5,74.1,6.3,23.4,50.3,0.23,96.41,19725,37028,9.6,16.9,4.56,45.8
Missouri,Ralls County,87.9,81.8,4.9,19.8,49.4,0.67,95.76,24113.44,50161,21.6,13.3,4.01,45
Missouri,Randolph County,86.5,73.6,6.1,15.7,47.7,2.89,89.02,20575,44754,52.7,16.5,5.25,39.4
Missouri,Ray County,88,78.7,5.8,17.2,50.2,0.77,93.96,26180.38,57270,41.3,15.6,4.92,42.2
Missouri,Reynolds County,76,73.8,4.7,21.6,49,0.91,94.37,21913.68,40265,8.3,17.3,6.48,46.5
Missouri,Ripley County,78.2,73.4,6.2,19.4,50.5,0.12,95.31,17714.12,33849,22.4,23.4,7.08,42.3
Missouri,St. Charles County,94.3,82,6.2,13.7,50.9,2.13,87.72,35667.55,78380,643.2,5.7,3.51,38.6
Missouri,St. Clair County,81,80.9,4.6,26.4,49.5,0.43,94.51,21131.22,35066,14.6,22.2,6.27,50.3
Missouri,Ste. Genevieve County,87.4,83.5,4.9,18,49.5,1.28,95.69,26347.35,50959,36.4,16.6,4.66,43.3
Missouri,St. Francois County,82.3,73.6,5.4,15.5,46.8,2.18,92.02,22700.83,42873,144.6,15.4,5.52,39.4
Missouri,St. Louis County,92.9,72.5,5.8,16.9,52.7,11.87,66.9,38046.72,62931,1967.2,9.8,4.22,40.3
Missouri,Saline County,84.5,69.8,6.3,17.8,50.5,2.36,81.06,21855.47,41567,30.9,17.3,4.68,37.9
Missouri,Schuyler County,86.6,71.5,7.4,19.4,51.4,0.42,97.26,19553.03,38848,14.4,18.4,6.39,40.1
Missouri,Scotland County,82.8,79.2,8.1,18.6,51.4,0.84,97.52,24185.94,42939,11.1,16.7,4.15,37.3
Missouri,Scott County,83.1,69.6,6.5,17.1,51.8,5.71,83.61,22621.12,41628,93.3,20.1,5.73,40
Missouri,Shannon County,81.7,78,5.4,20.4,50.2,0.04,94.22,16815.5,31202,8.4,30.5,7.36,45.8
Missouri,Shelby County,90.6,70.2,6,20.2,51,0.99,95.86,22812.18,42593,12.7,15.5,4.2,42.3
Missouri,Stoddard County,80.5,70.6,5.6,19.3,51.4,0.76,95.65,20993.55,40076,36.4,16.8,6.42,41.4
Missouri,Stone County,86.8,76,3.9,29,50.7,0.08,95.11,25324.48,43292,69.4,12.8,6.99,53.6
Missouri,Sullivan County,83.9,70.6,5.5,19.6,48.9,0.9,77.5,19475.46,42034,10.4,15.9,5.77,42.1
Missouri,Taney County,88.2,67.7,5.9,20.2,51.3,0.5,89.38,21787.34,39661,81.7,17.1,7.4,42.2
Missouri,Texas County,82.1,74.3,5.7,19.6,48,0.99,91.2,17716.41,35571,22.1,25.3,6.27,43.2
Missouri,Vernon County,87.3,70,6.1,17.8,51.5,0.53,94.14,22663.11,41479,25.6,15.2,4.86,40.8
Missouri,Warren County,85.8,78.4,6.4,17.2,50.2,1.16,92.01,26039.13,56193,75.9,12.8,4.18,41
Missouri,Washington County,77,80.5,5.9,15.6,48.7,1.19,94.4,18551.14,37810,33.2,20.2,6.35,40.8
Missouri,Wayne County,75.3,73.3,5.2,22.3,49.9,0.3,95.28,18451.87,35135,17.8,23.4,5.35,47.5
Missouri,Webster County,86,76.6,7.2,14.9,49.5,0.66,94.53,20570.55,45185,61.1,18.4,4.92,36.7
Missouri,Worth County,89.1,77.2,5.6,24,50.9,0.15,96.74,24036.44,48214,8.1,15,2.97,48.1
Missouri,Wright County,79.4,71.5,6.6,18.9,51.2,0.3,95.31,19393.39,31290,27.6,25,5.92,41.7
Missouri,St. Louis city,84.6,47.2,6.5,12.1,51.7,23.8,42.92,26416.51,38664,5157.5,25,5.46,35.8
Montana,Beaverhead County,93.7,64.7,4.6,21,48.8,0.03,91.32,29290.58,43880,1.7,16.1,3.31,43
Montana,Big Horn County,86.3,66.6,9.2,11.5,50.3,0.05,27.66,16970.06,47276,2.6,26.8,7.25,30.7
Montana,Blaine County,89.5,63.4,8.4,14.7,50,0.12,46.16,16589.72,35506,1.5,32.7,4.56,33.8
Montana,Broadwater County,93.6,78.7,4.5,22.1,48.8,0.03,94.39,32106.33,55295,4.7,7.8,4.9,47.3
Montana,Carbon County,93.9,72.9,3.8,23.7,49.3,0.11,94.65,30660.79,56988,4.9,9.9,3.93,50.5
Montana,Carter County,92,75,4.9,26.2,49.5,0,97.73,29646.72,45347,0.3,11.8,2.73,47.8
Montana,Cascade County,91.6,66.8,6.7,17.4,50.1,0.67,85.8,28609.57,46827,30.1,13.1,3.97,38.3
Montana,Chouteau County,92.9,66.3,4.8,18.7,50.8,0.03,76.53,21777.6,39577,1.5,20.3,3.74,41.9
Montana,Custer County,91.5,65.6,6.4,18.6,50.3,0.25,92.43,29187.66,53050,3.1,9.8,3.53,41.4
Montana,Daniels County,94.8,81.9,5.4,23.7,49.7,0,96.64,36813.93,53591,1.2,4.6,2.57,49.2
Montana,Dawson County,92.5,74,6.3,17.3,49.5,0.26,92.63,32083.56,59622,3.8,12.3,3.85,41
Montana,Deer Lodge County,89.4,72.7,3.4,21.7,47.1,0.19,90.47,27170.94,41235,12.6,18.8,3.8,48.6
Montana,Fallon County,96.2,76.2,8.2,16.1,49.3,0.72,93.85,32733.04,56806,1.8,5.8,3.64,39.3
Montana,Fergus County,93.1,71.7,5.5,22.5,49.8,0.07,94.41,28153.88,47110,2.7,14.7,3.92,45.3
Montana,Flathead County,94.5,71.5,6,17.5,50.2,0.13,93.18,27388.8,51410,17.9,13.6,5.58,42.2
Montana,Gallatin County,96.8,62.3,6,11.4,48.1,0.16,92.33,33929.83,59397,34.4,13,2.82,33.4
Montana,Garfield County,93.6,79.4,7.7,20.8,48.8,0,99.82,30122.08,47188,0.3,5.1,2.88,45.8
Montana,Glacier County,89.8,59,9,11.3,51.1,0.14,31.06,15355.37,29201,4.5,33.1,8.56,31.9
Montana,Golden Valley County,93.4,76,1.9,22.5,47.6,2.01,85.68,24520.87,43854,0.8,18.2,4.49,56.9
Montana,Granite County,89.5,76.4,3.9,27.5,49.1,0.06,94.57,28635,49063,1.8,9.9,5.89,54.3
Montana,Hill County,90.5,68.2,8.8,13.8,49.5,0.13,70.2,21845.74,45269,5.6,21.2,4.31,34.3
Montana,Jefferson County,94.9,85.5,4.2,19.1,49,0.03,92.99,31992.86,64911,6.9,9.9,4.61,47.6
Montana,Judith Basin County,94.8,77,3.9,23,48.1,0,95.57,28075,43281,1.1,13.9,3.43,51.7
Montana,Lake County,90.6,67.9,6.4,20.2,50.5,0.11,65.48,24654.69,42582,19.3,20.9,4.74,42.3
Montana,Lewis and Clark County,94.9,72.8,5.7,16.6,50.6,0.17,91.73,31318.38,60789,18.3,11.4,3.3,40.8
Montana,Liberty County,79.2,62.7,5.5,22.4,51.9,0,98.57,31979.92,46641,1.6,13.9,3.14,46.5
Montana,Lincoln County,88.2,76.5,4.3,26,49.2,0.04,93.23,21932.9,36934,5.4,16.4,9.01,52.4
Montana,McCone County,93,77.7,7.2,24.5,48.7,0,88.77,27867.51,46193,0.7,7.7,1.92,46.6
Montana,Madison County,94.6,68.9,3.9,27.3,48,0.23,93.76,30884.4,47900,2.1,10.6,3.79,53
Montana,Meagher County,92.5,64,7.6,22.8,49.4,0,93.45,19220.08,41343,0.8,15.8,4.04,48
Montana,Mineral County,87.4,66.5,4.8,26.8,48.2,0.08,96.54,21141.98,40117,3.5,20.1,7.59,51.7
Montana,Missoula County,95,60.7,5.1,14.1,49.7,0.19,89.83,29841.56,49412,42.1,15.9,3.75,36
Montana,Musselshell County,90.2,76.7,5.2,22.9,50.2,0.41,92.91,23387.28,38156,2.4,17.4,5.1,50.1
Montana,Park County,95.4,70.4,5.3,20.2,50.2,0.14,93.91,29862.68,44920,5.6,13.4,4.28,46.3
Montana,Petroleum County,97.8,68.6,3.3,22.1,46,0,98.45,29115,46429,0.3,10.1,4.69,51.8
Montana,Phillips County,91.2,75.8,7,21.2,50.7,0,84.78,22789.87,42101,0.8,18,5.32,49
Montana,Pondera County,89.2,69.9,6.8,19.5,51.7,0.21,81.45,22300.38,44597,3.8,19,4.19,40.7
Montana,Powder River County,95,66.4,5.1,22.6,49.2,0,93.17,30569.76,51136,0.5,8.2,2.34,53.4
Montana,Powell County,88.6,74.6,3.6,19,38.9,0.31,90.02,28711.47,44352,3,14.6,5.02,45.5
Montana,Prairie County,93.1,86.9,5,26.4,49,0,98.64,28400.84,50850,0.7,10.1,3.23,48.7
Montana,Ravalli County,91.1,77.9,4.5,23.4,50.4,0.05,93.17,24533.47,44733,16.8,16,4.78,49.1
Montana,Richland County,92.2,66.4,6.8,13.5,48.5,0,89.41,33683.67,66572,4.7,5.9,4.96,38.6
Montana,Roosevelt County,84.9,63.7,8.8,10.4,50.7,0.09,35.68,16675.15,39219,4.4,29.1,5.32,30.2
Montana,Rosebud County,88.3,70.4,7.4,14.4,49.4,0.04,56.24,22913.24,54709,1.8,19.1,5.48,36.8
Montana,Sanders County,88.1,78.5,4.7,27.4,48.7,0.07,90.3,23017.86,36445,4.1,21.2,7.74,53.9
Montana,Sheridan County,91.3,75.2,6.3,21.9,49.8,0.07,90.86,34014.29,51940,2,12.2,3.27,46.3
Montana,Silver Bow County,90.7,65.8,6.1,17.5,49.5,0.27,91,26338.81,40480,47.6,19.2,4.28,40
Montana,Stillwater County,95,75.1,4.7,20.2,48.7,0.11,93.35,31619.42,61998,5.1,6.5,3.97,46.8
Montana,Sweet Grass County,94,81.3,4.3,26.4,49.4,0.07,93.86,27800.84,49761,2,10.4,3.06,52
Montana,Teton County,92.9,75.7,6.5,22,50.7,0.12,94.21,26634.98,51060,2.7,9.8,3.61,44.4
Montana,Toole County,84.1,63.2,4.8,15.8,44.3,0.04,88.03,28875.44,46735,2.8,16.6,3.46,43.1
Montana,Treasure County,92.1,67.7,4.1,20.9,48.6,0,94.56,23543.98,42454,0.7,17,4.25,56.8
Montana,Valley County,93.5,75.5,5.7,21.3,50.3,0.05,84.87,30088.89,55267,1.5,7.4,3.39,44.3
Montana,Wheatland County,76,78,7.7,19,50.7,0,94.35,19257.94,37222,1.5,19.8,5.03,41.1
Montana,Wibaux County,87.8,79.2,5.9,25.7,49.6,0,96.16,24998.19,47132,1.1,10.8,3.91,47.1
Montana,Yellowstone County,93,70.3,6.5,15.7,51.1,0.36,86.97,32694.14,57955,56.2,10.1,3.6,38.4
Nebraska,Adams County,91,70.4,6.6,16.8,50.3,0.36,86.93,29105.11,51721,55.7,12.4,3.15,37.7
Nebraska,Antelope County,91,72,6.4,22.5,50.2,0.12,95.35,28485.65,46949,7.8,11.5,2.62,44.9
Nebraska,Arthur County,95,63.5,2.6,21.9,50.4,0,97.62,21762.18,41250,0.6,10.9,5.73,45.5
Nebraska,Banner County,95.9,66.3,6.5,17.2,48.7,0.27,89.42,30125.93,55000,0.9,8.9,3.37,48.9
Nebraska,Blaine County,98.8,65.3,5.4,24.1,48.3,0,98.01,30201.85,52000,0.7,9.8,4.53,53.2
Nebraska,Boone County,93.6,74.6,6.5,21.8,50.1,0.24,96.66,29211.69,53854,8,7.3,2.63,44.8
Nebraska,Box Butte County,91.5,67.4,6.5,16.8,51,0.3,82.25,28599.16,56328,10.5,10.9,3.62,39.4
Nebraska,Boyd County,94.8,75.1,6.1,26.6,50.5,0.24,95.02,26953.81,48750,3.9,9.8,3.01,54.3
Nebraska,Brown County,92.5,70.3,4.5,25.8,51.3,0.02,96.53,29944.61,42773,2.6,16,3.7,49.4
Nebraska,Buffalo County,93.6,65.5,6.9,13.2,50.5,0.62,87.39,29133.33,55053,47.6,14.4,2.51,33.5
Nebraska,Burt County,89.9,74.3,5.2,23.8,51,0.31,93.55,27652.91,50174,14,12.3,3.7,45.7
Nebraska,Butler County,91.1,75.3,6.2,19.9,49.8,0.27,95.03,27622.75,52448,14.4,7.8,3.23,43.3
Nebraska,Cass County,94.7,82.6,5.9,16,49.8,0.16,94.05,32418.43,68284,45.3,6.3,3.38,41.7
Nebraska,Cedar County,92.7,81,6.5,20.9,49.2,0.01,97,29891.67,57208,12,9.7,2.56,42.7
Nebraska,Chase County,88.9,75.8,4.6,21,50.5,0.03,88.93,32502.24,54568,4.4,8,2.05,43.5
Nebraska,Cherry County,91.3,65.9,7.4,21.4,50.2,0.02,88.54,29339.72,53226,1,9,2.28,43.1
Nebraska,Cheyenne County,93.6,70.1,6.6,17.4,50.3,0.2,89.9,33140,58770,8.4,10.9,2.83,40.4
Nebraska,Clay County,89.6,77.2,6.2,19.3,49.9,0.22,89.21,27788.56,54167,11.4,11.1,3.14,42.5
Nebraska,Colfax County,71.5,80.8,9,12.5,48.4,1.38,51.12,23154.55,54876,25.5,8.2,2.83,33.7
Nebraska,Cuming County,87.8,75,6.1,21.3,50.4,0.06,88.48,28936.17,50734,16,8,2.89,42.6
Nebraska,Custer County,92.3,77.1,5.9,21.4,50.4,0.4,95.01,33007.17,48836,4.2,11.9,2.35,43.1
Nebraska,Dakota County,74.3,67.2,8.5,13,50.1,2.19,49.78,23161.54,52401,79.5,16.8,4.17,33.4
Nebraska,Dawes County,94.4,63.2,5.3,17.5,50.3,0.81,85.27,26204.95,46146,6.6,14.3,2.96,34.9
Nebraska,Dawson County,75.9,71.8,8.3,14.7,49.5,2.96,60.05,25083.77,51238,24,13.7,2.97,35.7
Nebraska,Deuel County,90.9,78.3,5,24.9,50.9,0.03,89.48,27934.96,53438,4.4,11.1,2.64,48.7
Nebraska,Dixon County,88.5,77.1,6.5,19.4,50.6,0.15,85.55,26703.25,57036,12.6,10.3,3.33,40.8
Nebraska,Dodge County,87.6,66.7,6.6,18.6,51,0.5,84.89,27905.93,51748,69.4,13.2,3.08,38.9
Nebraska,Douglas County,89.4,64.4,7.6,11.9,50.8,5.55,70.22,32139.84,58640,1574.4,13.5,3.33,34.7
Nebraska,Dundy County,90.1,79.1,5.7,21.5,49.9,0.07,84.78,27047.11,44653,2.2,10.5,2.18,43.3
Nebraska,Fillmore County,91.7,77.3,4.5,23.2,50.9,0.29,93.99,31520.91,56750,10.2,9.9,2.77,47
Nebraska,Franklin County,91.3,80.4,4.7,26.4,50,0.23,96.16,29049.3,49453,5.6,13.3,3,50.8
Nebraska,Frontier County,95.3,75.6,5.2,24.1,49.2,0.02,96.42,29046.43,52090,2.8,10.9,2.87,45.2
Nebraska,Furnas County,88.2,78.5,5.1,23.4,51.1,0.17,94.25,25075.69,43400,6.9,13.5,2.8,46.9
Nebraska,Gage County,89.4,72.7,5.8,20.4,50.9,0.31,94.95,27692.95,52223,26.2,9.1,3.31,43.8
Nebraska,Garden County,94.3,68.3,5.3,25.8,49.3,0.08,94.25,35200.48,48125,1.2,11.7,3.29,50.4
Nebraska,Garfield County,94.2,79.4,4.3,27.5,51,0.1,96.63,26066.82,46509,3.6,7.2,2.51,50.9
Nebraska,Gosper County,93.1,76.8,3.5,22.8,49.9,0,96.24,32761.16,61769,4.5,5.7,2.56,53.4
Nebraska,Grant County,97.4,62.8,7.2,23.3,45.3,0.44,96.19,24005.56,45833,0.8,21.1,2.21,38.8
Nebraska,Greeley County,93.2,82.7,5.8,24.7,49.6,0.31,96.22,25027,47218,4.5,9.8,3.08,45.5
